email,title,description,url,scrape_time
pbc@pbcsweetnam,"Newly constructed 3 Bedroom 1.75 bath duplex, amazing location!","  This cheerful well-lit upper level of a duplex was recently built in an amazing location backing on Poole Creek in Stittsville. Bright open spacious living/dining/kitchen, area with large windows that provide lots of light. This three-bedroom home has two bathrooms, a large main bathroom with a tub/shower, and a washer and dryer. Master bedroom has an ensuite with a shower. The unit has a private entrance to the upper level of the home with everything on one level and is reached by only 7 steps from ground level. The backyard has lots of trees in the area. Separate furnace heating and ventilation.  This home is located near many amenities such as shopping, banks, schools, bus, playgrounds, parks and more. Many are within walking distance. It is located close to the CanadianTiire Centre, Tanger Outlet Mall, Bell Sensplex, Costco, Centrum, Landmark Cinemas, Signature Centre, Hazeldean Mall and more. Walking distance to public transportation, two grocery stores, and other retail.
The home is equipped with five major appliances, plus a microwave and modern kitchen cabinets. The bedrooms have closets and large windows. There are additional closets at the entry. There is exterior parking for up to 3 large cars. Exclusive use of a storage shed.  The total monthly rent is $2825.00 (includes estimated utilities of $175.00). Bonus first 2 months includes unlimited internet and basic Bell fibe tv.
High-Speed internet available from Bell and Rogers after the first 2 months.
No smoking or pets that shed, please. Open to negotiations on the installation of an electric vehicle changer if desired. Please note photos are with staging furniture unit is rented without furniture.  Call/text/email now.
Call 613-836-3005 and choose extension 7 to be connected with someone.
Email pbc@pbcsweetnam
Txt 613-836-3005  ",https://www.kijiji.ca/v-apartments-condos/ottawa/newly-constructed-3-bedroom-1-75-bath-duplex-amazing-location/1512501555,7/16/2020 23:53
VAL@289-244-0371TO,1  BEDROOM APARTMENTS  FOR RENT IN NIAGARA FALLS!! $100 OFF!!,"  SKYVIEW DRUM APARTMENTS - 5521 DRUMMOND ROAD, NIAGARA FALLS, ON:https://skyviewliving.ca/property/drummond-place/   **SPRING SPECIAL: $100 OFF LAST MONTH'S RENT + ONE MONTH OF FREE PARKING TO QUALIFIED RENTERS!!**    Receive an ADDITIONAL FREE WELCOME GIFT starting value at $100 FOR EVERY NEW APPLICATION - Call for Inquires!    CURRENT AVAILABILITY:  (Heat &amp; Water Included, Hydro Extra)    1 BEDROOM: Starting from $1145/month      ***CALL VAL@289-244-0371TO BOOK YOUR APPOINTMENT TODAY!***     Skyview Drummond Place is conveniently and centrally located right off of Highway 420 on Drummond Road close to The Falls, tourism, attractions, nightlife, Niagara outlet mall and is only a 15 minute drive to St. Catharine's! Enjoy the nearby amenities such as local eateries, shopping, banks, drugstores, the casino, wineries, golf, nature trails and much more. Only 3 min from Greater Niagara General Hospital, 16 min from Brock University and 23 mins from Niagara College - Welland Campus. With Niagara's beautiful heritage and breathtaking views of the falls, you can't go wrong with this location. Our property provides extremely spacious suites and offers a considerably sized yard in the back to enjoy with your kids or even take your dog for some fresh air. Don't miss out on this great opportunity, this could be your new home today!     FEATURES:    Newly Renovated Spacious Apartments  Balcony Available  Professionally Managed Building  Quiet, Clean Grounds  Laundry Facility On-Site  Elevator  Controlled Building Access  Beautiful and Spacious Yard in the back for children to play, summer BBQs, and a place to relax  Close to Niagara General Hospital &amp; Niagara College  Across the street from Tim Hortons  Located Minutes Away from Lundy's Lane, Outlet Collection at Niagara, Restaurants, The Falls, The Falls Casino and The Entertainment District      Make Skyview Drum Apartments your new home in 2020!     *Last Months Rent Required (Application subject to approval)    Pictures shown are reflective of units in the building, but currently available units may feature different finishes. https://skyviewliving.ca/property/drummond-place/  ",https://www.kijiji.ca/v-apartments-condos/st-catharines/1-bedroom-apartments-for-rent-in-niagara-falls-100-off/1505835970,7/16/2020 23:53
109jameson@gmail.com,Apartment for Rent in Parkdale,"  King and Jameson. Large 1 bedroom apartment with balcony. $1675.00 plus hydro.
One month free rent and free parking. Conditions apply. No subsitutes.
Quiet, family building near all amenities and school. Super on site.
Call 416-534-5610 and leave name and number.or email: 109jameson@gmail.com  ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/apartment-for-rent-in-parkdale/1505306854,7/16/2020 23:54
timminsrentals@bradelproperties.com,FURNISHED 1 BEDROOM FOR RENT,  This gorgeous unit is located in a quiet neighborhood on a property boasting plenty of green space and lawned areas. You are only a short way to amenities such as Gillies Lake Conservation Area with walking trails &amp; boardwalk as well as grocery stores and parks. Monthly rental is $1400 utilities included. All furnishings and necessary amenities provided with the unit.  This unit include many desirable features such as:  *Spacious and bright  *Fridge &amp; stove provided  *Beautiful furniture  *On-site laundry facilities  *Security building  *After hours emergency maintenance staff  *Reserved parking with winter plug in  *Walk out balcony  *Locally owned and operated  *No pet policy and non-smokers preferred.  Rentals are done through Bradel Properties Ltd. Please contact the rental office at 705-264-1656 or email timminsrentals@bradelproperties.com to arrange a viewing.  ,https://www.kijiji.ca/v-apartments-condos/timmins/furnished-1-bedroom-for-rent/1512503101,7/16/2020 23:55
xiaoyu203@msn.com,a nice home for family,"  - 2600 Sq Ft, built in 2018, a perfect family home with 4 bedroom and 3.5 bathrooms plus an open concept kitchen/dinning area, living room, dining room, powder room and a grand front foyer. Gorgeous kitchen with stainless steel appliances, island and breakfast area. The upstairs master suite features a 5pc ensuite, walk-in closet and private balcony.
- two parking spaces
- Convenient Location: walking distance to shopping mall... 3 km to HYW 403, 5 km to QEW, 15 min to UTM.
- not furnished, unfinished basement. Utilities (electricity, gas and water plus water tank) and internet not included, tenants pay. Central air and central vacuum installed.
- non smokers only, no pets.
- one year lease
- September 1. 2020 for moving-in.
- Employment letter, income verification and credit report required
- deposit: first and last month rent
- payment: e-transfer.  Please send us a message to xiaoyu203@msn.com if you have any questions. Thank you.
Address: L6H 0S1
Direction: HWY 403, exit Dundas Street, take Dundas Street West, turn right at Postridge Road.  ",https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/a-nice-home-for-family/1512503562,7/16/2020 23:55
hsivanrupan10@gmail.com,Downtown Toronto Condo for Rent – 1 Bedroom Unit (Cityplace),"  Address: 70 Queens Wharf Rd, Toronto, ON, M5V 0J2
Main Intersection: Bathurst and Fort York Blvd
Developer: Concord Adex
Size: 505 square feet suite and 50 square feet balcony (Total 555 sq ft)
Rent: $1,950/month + Utilities
Parking and Locker: Not included
Availability: This unit will be available for rent beginning on July 25, 2020
Suite: 1 Bedroom + 1 Washroom
Other Notes: Unit can be available partially furnished if tenant is interested.  Beautiful 1 bedroom condo available for rent in one of the best areas of downtown Toronto! This amazing condominium building comes with luxury amenities and fabulous features. Amenities include indoor pool, outdoor hot tub, lounges, billiards/card room, massage, yoga, cardio/gymnasium, basketball court, bbq, 24 hour concierge.  What makes this a prime location?
Transit at doorstep
15 minutes by street car to Union Station
10 minute walk to Rogers Centre
Numerous restaurants and cafés in the King West neighbourhood and on Queen Street West
Short walks to Library, 8-acre Park, Sobey’s, future supermarket
Easy Access to the Gardiner and Lakeshore Blvd West
5 minute walk to the lake
Walking distance to Toronto’s Entertainment district  Suite Features
Laminate Wood Flooring Throughout
Kitchen Designer Selected Custom Cabinetry with Under-Cabinet Lighting and Soft-Close Hardware
Quartz Countertop in Kitchen
Carrara Marble Backsplash
Stainless-Steel Undermount Sink with Premium Polished Chrome Faucet
Premium integrated Refrigerator. Stainless Steel Electric Cook-Top. Stainless Steel Integrated Oven, Stainless Steel Hood Fan, Stainless Steel Microwave Oven with Trim, Integrated Dishwasher
Quartz Countertop with Undermount Sink in Bathroom
Bathroom Designer Selected Custom Cabinetry with Internal Drawers, Custom Medicine Cabinet with Mirror, Shelves and Built-in Lighting
Carrara Marble Wall Tiles in Bathroom
Honed Carrara Marble Floor Tiles in Bathroom
Premium Polished Chrome Faucet, Tub Spout, Shower Head, and Dual Flush Toilet in Bathroom
High-Capacity Front-Load Ensuite Washer and Dryer Units (Stacked)
Roller-shade window coverings  Other Details
Minimum Requirements for lease: Employment letter, last 2 most recent pay stubs, Valid Credit report, Photo ID, Tenant insurance, Minimum 1-year lease
The unit is available partially furnished. Furniture such as the couch, bed frame , mattress, table and chairs can be purchased at a negotiated price.  Do not miss out on this opportunity to live a vibrant lifestyle in this amazing building and neighbourhood! If interested, please email me at hsivanrupan10@gmail.com or call or text me @647 983 7654.  ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-toronto-condo-for-rent-1-bedroom-unit-cityplace/1512288934,7/16/2020 23:56
bell@paramountapts.com,1 BED - 11TH FLOOR FOR SEPT 1 $1349 + HYDRO!,"  DOW'S LAKE TOWERS 360 BELL ST. S.  OUR RENTAL OFFICE IS CURRENTLY AVAILABLE FOR ENQUIRIES VIA PHONE AND EMAIL ONLY      bell@paramountapts.com     (613) 234-2820    September 1st 1 bedroom ~ 1349.00 Heat &amp; Water Included Hydro extra Indoor parking $100/month Outdoor parking $80/month  Our Property Offers: Well maintained / Spacious Apartments with Hardwood Floors! Large Windows and Balcony spans across Entire Unit Freshly Painted Apartments Fridge &amp; Stove Included Laundry Suites on Site Storage Lockers &amp; Bicycle storage Rooms  **Pet Friendly  Located near Preston Street &amp; Bronson Avenue, short walk to Dow's Lake On major bus routes Short commute to downtown  Due to Covid 19 situation we are respecting the request of Ottawa Public Health to not conduct in person viewing at this time. We are available Monday Friday from 9-5 pm for you to discuss our suites by phone or email. All applications and paperwork will be done via email and can be completed on-line. We will conduct all landlord references and credit screening; we will require last month rent deposit in order to hold any unit for you.   Superintendents on site Monday to Friday on Site Office Staff    Call now to book your next appointment 613-234-2820 CREDIT &amp; REFERENCE CHECKS CONDUCTED AT APPLICATION (613)234-2820  ",https://www.kijiji.ca/v-apartments-condos/ottawa/1-bed-11th-floor-for-sept-1-1349-hydro/1509623016,7/16/2020 23:58
bell@paramountapts.com,MAIN & 10th FL BACHELOR  $1099 + HYDRO!  SEPT 1,"  DOW'S LAKE TOWERS 360 BELL ST. S.  OUR RENTAL OFFICE IS CURRENTLY AVAILABLE FOR ENQUIRIES VIA PHONE AND EMAIL ONLY      bell@paramountapts.com     (613) 234-2820    September 1st Bachelor ~ $1,099.00 Heat &amp; Water Included Hydro extra Indoor parking $100/month Outdoor parking $80/month  Our Property Offers: Well maintained / Spacious Apartments with Hardwood Floors! Large Windows and Balcony spans across Entire Unit Freshly Painted Apartments Fridge &amp; Stove Included Laundry Suites on Site Storage Lockers &amp; Bicycle storage Rooms  **Pet Friendly  Located near Preston Street &amp; Bronson Avenue, short walk to Dow's Lake On major bus routes Short commute to downtown  Due to Covid 19 situation we are respecting the request of Ottawa Public Health to not conduct in person viewing at this time. We are available Monday Friday from 9-5 pm for you to discuss our suites by phone or email. All applications and paperwork will be done via email and can be completed on-line. We will conduct all landlord references and credit screening; we will require last month rent deposit in order to hold any unit for you.   Superintendents on site Monday to Friday on Site Office Staff    Call now to book your next appointment 613-234-2820 CREDIT &amp; REFERENCE CHECKS CONDUCTED AT APPLICATION (613)234-2820  ",https://www.kijiji.ca/v-apartments-condos/ottawa/main-10th-fl-bachelor-1099-hydro-sept-1/1509623018,7/16/2020 23:59
bell@paramountapts.com,2nd FLOOR  2 BEDROOM $1549+ HYDRO - RIDGEVIEW APTS,"  RIDGEVIEW APARTMENTS 311 BELL ST. S.  OUR RENTAL OFFICE IS CURRENTLY AVAILABLE FOR ENQUIRIES VIA PHONE AND EMAIL ONLY      bell@paramountapts.com     (613) 234-2820    September 1st 2 bedroom ~ $1,549.00 Heat &amp; Water Included Hydro extra Indoor parking $100/month Outdoor parking $80/month  Our Property Offers: Well maintained / Spacious Apartments with Hardwood Floors! Large Windows and Balcony spans across Entire Unit Freshly Painted Apartments Fridge &amp; Stove Included Laundry Suites on Site Storage Lockers &amp; Bicycle storage Rooms  **Pet Friendly  Located near Preston Street &amp; Bronson Avenue, short walk to Dow's Lake On major bus routes Short commute to downtown  Due to Covid 19 situation we are respecting the request of Ottawa Public Health to not conduct in person viewing at this time. We are available Monday Friday from 9-5 pm for you to discuss our suites by phone or email. All applications and paperwork will be done via email and can be completed on-line. We will conduct all landlord references and credit screening; we will require last month rent deposit in order to hold any unit for you.   Superintendents on site Monday to Friday on Site Office Staff    Call now to book your next appointment 613-234-2820 CREDIT &amp; REFERENCE CHECKS CONDUCTED AT APPLICATION (613)234-2820  ",https://www.kijiji.ca/v-apartments-condos/ottawa/2nd-floor-2-bedroom-1549-hydro-ridgeview-apts/1509623023,7/16/2020 23:59
rent@saickleyproperties.ca,Carlyle Apartments - 4 Bedroom Apartment for Rent,"  We have a 4 bedroom July or August 2020 for $2780/month and another 4 bedroom for $2980/month for September 1, 2020.  This unit will be unfurnished.    Building Overview   Welcome to the Carlyle Apartments! At 46 Carlyle, you will find a beautiful, newly renovated walk-up that consists of six 4 bedroom apartments and one 2 bedroom apartment. Most units have been fully renovated with new flooring, renovated bathroom and the kitchen is fully equipped with stainless steel appliances, new tile and granite countertop.   46 Carlyle is conveniently located within walking distance to about anything you need. This unit is perfect for Carleton students as the University Campus is just minutes walking distance from your doorstep. Not only are residents nearby Carleton University, they are also in close proximity to Bank Street Promenade in which you will find all the shops, banks, restaurants, coffee shops and more. You will find the newly developed Lansdowne Park within walking distance where you can enjoy watching your favourite Ottawa sports teams all year around. Carlyle Apartments is the perfect place for you and your friends to call your next home.   We have a 4 bedroom for July or August at $2780/month, we also have another 4 bedroom for $2980/month for September 1st.    Student Specials Available!    Please email rent@saickleyproperties.ca or call 613-614-8609 for more information and to schedule a viewing.    Location Details   What's Nearby:   	 Carleton University 	 Rideau Canal 	 Bank Street Shops 	 Lansdowne Park  	 Highway 417     Utilities Included:    Heat  Water   ",https://www.kijiji.ca/v-apartments-condos/ottawa/carlyle-apartments-4-bedroom-apartment-for-rent/1511481347,7/16/2020 23:59
rent@saickleyproperties.ca,Chanteclair Apartments - 1 Bedroom Apartment for Rent,"  We have other 1 bedroom units ranging from $1295-1395/month for August and September.   Email rent@saickleyproperties.ca for more details     Building Overview   Welcome to the Chanteclair Apartments. This building is a 9-storey mid-rise building perfect for students and young professionals. This building is conveniently located in the Sandy Hill area, in a quiet, and pleasant neighbourhood. At 290 Nelson, we offer large and spacious bachelor, one, and two bedroom apartments.  At the Chanteclair Apartments, not only are you just steps away to the University of Ottawa, you are within walking distance to the ByWard Market, the Rideau Canal, and the Rideau River. You are also within walking distance to Ottawa's new LRT Rideau or UOttawa Station. You can enjoy the shops and restaurants the Rideau Centre and Ottawa's Downtown has to offer.   Our listings are available for June, July or August 1st move-ins.   Please call Terry at 343-998-9052 to schedule an in-person viewing.    Location Details   What's Nearby:  	 University of Ottawa 	 Rideau River 	 Rideau Canal 	 Rideau Centre 	 Byward Market 	 City Hall 	 Uottawa and Rideau LRT Station    Utilities Included:    Heat  Water   ",https://www.kijiji.ca/v-apartments-condos/ottawa/chanteclair-apartments-1-bedroom-apartment-for-rent/1511481340,7/16/2020 23:59
rent@saickleyproperties.ca,Royal Court Apartments - 3 bedroom Apartment for Rent,"  We have 3 bedroom units ranging from $2025 - $2385/month for September 1, 2020.     Building Overview   Welcome to the Royal Court Apartments. This building is a 3 storey walk-up with 15 apartments, from 2 bedroom units to 4 bedroom units. This building offers large and spacious apartments with hardwood flooring throughout, freshly painted walls, and two kitchen appliances. 405 Elgin Street is located in the heart of Ottawa's Golden Triangle, where you'll find yourself just steps away from just about anything you need.  405 Elgin is conveniently located within walking distance to many office buildings, restaurants, shops, the Rideau Centre, convenient stores, banks and much more. The Rideau Canal is also just a stone's throw away from your door step where you can enjoy long bike rides or runs along the river, or skating down the Canal throughout the winter months. The Royal Court Apartments offers easy access to Public Transportation and the 417. This location is perfect for both professionals and students.  Our listings are available for July, August and September move-ins.    Student Specials Available!    Please email rent@saickleyproperties.ca or call 613-614-8609 for more information and to schedule a viewing.    Location Details   What's Nearby:  	 Loblaw's Grocer 	 Parliament Hill 	 Canadian Museum of Nature 	 Highway 417 	 Rideau Canal 	 Rideau Centre 	 University of Ottawa 	 Carleton University    Utilities Included:    Heat  Water   ",https://www.kijiji.ca/v-apartments-condos/ottawa/royal-court-apartments-3-bedroom-apartment-for-rent/1511481336,7/16/2020 23:59
rent@saickleyproperties.ca,Royal Court Apartments - 4 Bedroom Apartment for Rent,"  Welcome to the Royal Court Apartments. This building is a 3 storey walk-up with 15 apartments, from 2 bedroom units to 4 bedroom units. This building offers large and spacious apartments with hardwood flooring throughout, freshly painted walls, and two kitchen appliances. 405 Elgin Street is located in the heart of Ottawa's Golden Triangle, where you'll find yourself just steps away from just about anything you need.  405 Elgin is conveniently located within walking distance to many office buildings, restaurants, shops, the Rideau Centre, convenient stores, banks and much more. The Rideau Canal is also just a stone's throw away from your door step where you can enjoy long bike rides or runs along the river, or skating down the Canal throughout the winter months. The Royal Court Apartments offers easy access to Public Transportation and the 417. This location is perfect for both professionals and students.  Our listings are available for July, August and September move-ins.    Student Specials Available!    Please email rent@saickleyproperties.ca or call 613-614-8609 for more information and to schedule a viewing.    Location Details   What's Nearby:  	 Loblaw's Grocer 	 Parliament Hill 	 Canadian Museum of Nature 	 Highway 417 	 Rideau Canal 	 Rideau Centre 	 University of Ottawa 	 Carleton University    Utilities Included:    Heat  Water   ",https://www.kijiji.ca/v-apartments-condos/ottawa/royal-court-apartments-4-bedroom-apartment-for-rent/1511481342,7/16/2020 23:59
Showings@williamsvilleproperties.com,Brand New 2 Bedroom Grad Student Apartment Close to Downtown,"  EXCLUSIVE LEASING OPPORTUNITY  Luxury, BRAND NEW, two-bedroom Student apartment now available in Downtown Kingston Princess &amp; Frontenac St. 495 Frontenac offers a premium student experience, complete with granite kitchen countertops, a rooftop terrace, brand new 24-hour fitness centre, and a stellar location in close proximity to Queens University and the downtown core. It is located directly on the express transit line and features a walking score of 89!  Amenities Include:   24 Hour Access to the brand new fully stocked fitness centre    Roof Top Terrace    Juliet Balconies overlooking Princess Street    10 Foot Ceilings    Granite Kitchen Countertops    Luxury Vinyl Flooring Throughout    Brand-new stainless-steel appliances Fridge, Microwave, Oven and Dishwasher    In-unit Laundry &amp;    Heat and Hot Water     The available unit is 908 square feet and is just $2100, or $1050 per room, including heat and hot water!  To Learn More About this Exciting Offer, please visit our Website:  https://williamsvilleproperties.com/the-frontenac/  Or email or call us at:  Email: Showings@williamsvilleproperties.com  Phone: 613-800-2299  613-800-0762     (Photos reflect our model suite and may differ slightly from actual unit rental available)       KEYWORDS: VARSITY, QUEENS, QUEENS, GHETTO, HOUSES, HOUSE, STUDENT, STUDENTS, HUB,  WALKING DISTANCE, ROOMMATES, QUEEN'S UNIVERSITY, PRINCESS STREET, DOWNTOWN KINGSTON, UNIVERSITY DISTRICT, DISTRICT  ",https://www.kijiji.ca/v-apartments-condos/kingston-on/brand-new-2-bedroom-grad-student-apartment-close-to-downtown/1512502565,7/17/2020 0:00
timminsrentals@bradelproperties.com,3 BEDROOM TOWNHOUSE FOR RENT,"  This townhouse is located in a quiet, family friendly neighborhood only a short walk to amenities such as parks and grocery stores. There are also newly paved walking &amp; bike trails next to the property. This unit provides a great way to live in a peaceful neighborhood, while still being a short commute to work, school, restaurants, and great shopping. Monthly rent is $1400.00 plus utilities.  This upgraded townhouse includes many desirable features such as:  -Gas heating  -Spacious and filled with light  -Master bath and half bath  -Plenty of closet space  -Oak stairs &amp; hand railing  -Large storage area in basement  -Fridge &amp; stove provided  -Washer and dryer hook ups  -After hours emergency maintenance staff  -Parking at your door  -Yard area with privacy dividers  -Close to schools  -Locally owned and operated  *No pet and no smoking policies.  Please contact us at 705-264-1656 or email timminsrentals@bradelproperties.com to arrange a viewing!  ",https://www.kijiji.ca/v-apartments-condos/timmins/3-bedroom-townhouse-for-rent/1512507372,7/17/2020 0:00
kyl.epsimard@gmail.com,Wellington Village Luxurious Bedroom Condo for Rent,"  Ready now!
Don’t miss this opportunity to secure this property ***** Fully furnished 1 bedroom with everything you need (in the heart of Wellington Village with balcony), dishes and utensils included... Large eat in the kitchen with stainless steel appliances. In unit laundry. Extra bright &amp; EXTRA spacious! Building has an exercise room, meeting facilities as well as an outdoor patio and BBQ area. Close to Shopping and other great amenities. Convenient location to everything *****ALL BILLS INCLUSIVE. You’ll save money and live in a high end unit.
***** do not reply to this ad, please contact for a visit to kyl.epsimard@gmail.com  ",https://www.kijiji.ca/v-apartments-condos/ottawa/wellington-village-luxurious-bedroom-condo-for-rent/1512507476,7/17/2020 0:00
depromanagement@gmail.com,2 BDRM for Rent SEPT 1st in Woodfield,"  Beautifully maintained 2 BEDROOM apartment in sought after historic Woodfield neighbourhood. Enjoy this quiet main floor unit complete with parking, on-site laundry, air conditioning, dishwasher, a quaint front porch and modern finishes. Beautiful gardens make it feel like an oasis. Available for Rent September 1st 2020.  Rent $1850/mo including all utilities and wifi  Please reply to this ad or email depromanagement@gmail.com for more information and to receive a rental application or apply to https://rentalgauge.ca/depro/apply/.
Viewings will be scheduled next week with considerations for COVID.  Eric Martin  ",https://www.kijiji.ca/v-apartments-condos/london/2-bdrm-for-rent-sept-1st-in-woodfield/1511208339,7/17/2020 0:01
houseapartment7@gmail.com,4 Bedroom House - for Rent ,"  House located at Morningstar and Airport Rd
****4 Bedroom House ( EXCLUDES Basement )
Available - immediately or August 1st
Public transit accessible few steps from your door ( TTC,Brampton &amp; Mississuaga Transit ) 5 - 7 minutes from Toronto Pearson Airport
- Perfect location for Humber Students and Airport workers
- 4 occupants ( additional charge if there will be more tenants )
- Additional cleaning charge for students and biweekly - monthly inspections
- Responsible individuals only . If you do not clean or like a clean place DO NOT contact us
- $2499 plus 70% utilities ( 4 bedroom house )
- - Utility percentage may change depends on the amount of occupants
- Includes 2 parking spots
- One year commitment required
-1st and last month rent required
- Must have valid government ID and proof of employment ( letter and or paystub )
-Reference may be required from previous landlord
- Shared laundry
- 1.5 Washroom
- Large back yard
- Public park a few steps away
- Includes grass cutting for 2020
- Snow cleaning by tenants
- NO subletting – NO smoking and NO cannabis/drugs on property.
- NO PETS
TEXT, EMAIL OR CALL
Text :416 994 7575
Email: houseapartment7@gmail.com  ",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/4-bedroom-house-for-rent/1508289073,7/17/2020 0:01
manny.remaxwest@gmail.com,1 BED CONDOS IN KING WEST,"  PLEASE CONTACT MANNY FOR SHOWINGS AT 647-381-2285 or manny.remaxwest@gmail.com!      Minimum Requirements For All Leases  - Employment Letter ($80,000 Annual Income, Combined/Individual) - Valid Credit Report from Equifax.ca (Min. 700 Score) - Photo ID - 1 YEAR term    AVAILABLE UNITS (ALL UNITS AVAILABLE IMMEDIATELY)  Bachelor/Studio - $1550   1 BEDROOM - $1800 1 BEDROOM + LARGE DEN/ 2 WASHROOMS $2000 2 BEDROOM / 2 WASHROOM $2200    ABOUT MINTO WEST    Visually striking. Elegantly urban. Minto Westside is a stunning new landmark for the city. Redefining the intersection of Bathurst and Front, the iconic 18-storey East Tower and 20-storey Bside buildings pay homage to one of Toronto's original warehouse districts by reinterpreting the architectural style of the area's heritage buildings.  Designed by the renowned Wallman Architects, the building draws inspiration from old warehouses with their characteristic large windows here, playfully reimagined in a wide variety of window sizes.  Cosmopolitan, design forward, connected to everywhere that's anywhere. Theres nowhere like Westside. Steps to the waterfront. Surrounded by amazing shopping and dining. Close to everything you need for live, work and play, Minto Westside puts you on the right side of it all.   PLEASE CONTACT MANNY FOR SHOWINGS AT 647-381-2285 or manny.remaxwest@gmail.com!  ",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bed-condos-in-king-west/1508868978,7/17/2020 0:02
williamlin2345@gmail.com,Oakville Joshua Creek 3 bedrooms walkout basement for rent,"  Beautiful, immaculately clean and well lit Three Bedroom walk out basement apartment in the Prestigious Joshua Creek neighborhood is available now. The basement has two separate entrance that leads into an open concept living area that is clean, gets lots of sunlight and has hardwood flooring throughout (No Carpet). - 1 Large Master bedroom with attached full washroom and a closet. - 2nd Bedroom with a closet. - 3rd Room with no closet - Kitchen with open concept breakfast counter. - (Includes Utilities of Electticity, Water, Heating and Cooling) NO PETS. NO SMOKING. Great location: -Short walking distance to Joshua Creek school and IRH-Transit access to Sheridan College (Oakville Campus) - Quick access to 403,407, QEW, Terminal To schedule a showing please reply to the ad with basic information about yourself. Email to : williamlin2345@gmail.com All applicants must be able to provide: - Proof of employment - 3 latest pay stubs - Copy of Driver's License/ID Proof - Reference from work - Reference of the current landlord  ",https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/oakville-joshua-creek-3-bedrooms-walkout-basement-for-rent/1512509305,7/17/2020 0:03
supernature12345@hotmail.com,Brand New Basement apartment (9 feet) for rent from September,"  Apartments for Rent from September.  Brand New 3 bdrm apartment for rent, 9 feet ceiling, 28 Sparkle Dr, Thorold; Laundry on site, high speed and all utilities included, quiet neighborhood, No pets no smoking inside the house, working people or students welcome. Please contact 9053418266 or email supernature12345@hotmail.com  ",https://www.kijiji.ca/v-apartments-condos/st-catharines/brand-new-basement-apartment-9-feet-for-rent-from-september/1512511518,7/17/2020 0:08
Greenbank.Kijiji.Killam@aptleasing.info,BEAUTIFUL 2 BEDROOM UNIT SEPTEMBER 1!," 151 Greenbank Road, built in 2015, offers granite countertops, in-suite laundry, laminate hardwood in living rooms and bedrooms, and tile in the kitchens and bathrooms. Minutes away from the Trend-Arlington Park and on a transit route. Close to Algonquin College. This building also has a common room, great for social events, outdoor seating area and an onsite fitness room with cardio machines and free-weights.   Common Room  Fitness Room  Outdoor sitting area   Email us at Greenbank.Kijiji.Killam@aptleasing.info or call us at(833) 249-6152 151     TOUR RESTRICTIONS MAY APPLY   ",https://www.kijiji.ca/v-apartments-condos/ottawa/beautiful-2-bedroom-unit-september-1/1511589992,7/17/2020 0:08
Bronson.Kijiji.Killam@aptleasing.info,LARGE 1 BEDROOM- NEWLY RENOVATED," Available October 1st, this newly renovated 1 bedroom will be ready for move-in. Located at 266 Bronson in a quiet neighbourhood and only 4 minutes to downtown! Enjoy the conveniences of Somerset Street and the close proximity to transit, shopping, schools and the airport. This spacious apartment offers all utilities included and park like setting views from your balcony.   Please contact us today to set up your tour, Bronson.Kijiji.Killam@aptleasing.info or(833) 847-0902  DON'T MISS OUT ONLY 1 LEFT!!    This is a brand new unit comes with all new stainless steel appliances, ensuite laundry, custom white kitchen, dishwasher, open concept kitchen with bar area for eating  Surface parking $100 Indoor $150    TOUR RESTRICTIONS MAY APPLY  ",https://www.kijiji.ca/v-apartments-condos/ottawa/large-1-bedroom-newly-renovated/1505746670,7/17/2020 0:08
Greenbank.Kijiji.Killam@aptleasing.info,1 BEDROOM APARTMENT," New and Beautiful!! 151 Greenbank Road offers granite countertops, in-suite laundry, laminate hardwood in living rooms and bedrooms, and tile in the kitchens and bathrooms. Minutes away from the Trend-Arlington Park and on a transit route. This building also has a common room, great for social events, outdoor seating area and an onsite fitness room with cardio machines and free-weights.  MOVE IN READY! HURRY BEFORE IT'S GONE!  Greenbank.Kijiji.Killam@aptleasing.info  TOUR RESTRICTIONS MAY APPLY     ",https://www.kijiji.ca/v-apartments-condos/ottawa/1-bedroom-apartment/1505747804,7/17/2020 0:08
Bronson.Kijiji.Killam@aptleasing.info,STUDIO $1250 -NEWLY RENOVATED ALL INCLUSIVE," MOVE IN SEPTEMBER 1! This newly renovated ALL INCLUSIVE studio apartment is located at 266 Bronson in a quiet neighbourhood and only 4 minutes to downtown! Enjoy the conveniences of Somerset Street and the close proximity to transit, shopping and the schools. This spacious apartment offers all utilities included and park like setting views from your balcony.   DON'T MISS OUT ONLY 2 LEFT!  Surface parking $100 Indoor $150  Please contact Sarah to set up your tour today at email: Bronson.Kijiji.Killam@aptleasing.info     ",https://www.kijiji.ca/v-apartments-condos/ottawa/studio-1250-newly-renovated-all-inclusive/1505769891,7/17/2020 0:08
